Shot_ID,Type,Start_Time,End_Time,Duration,Start_Frame,End_Frame,Total_Frames,Status,Lyrics,Video_Prompt,First_Frame_Prompt,First_Frame_Image_Path,First_Frame_Image_Source,Prompt_Override,Prompt_Override_Text,Characters,Video_Path,All_Video_Paths,Render_Resolution
S011,Vocal,57.4167,66.4583,9.0417,1378,1595,217,Done,,"Handheld extreme closeup shot of a young woman in her early twenties with short messy jet-black hair, heavy dark eyeliner, a fitted black tank top, silver chain necklace, tattoos on her forearms, and a giant inflatable rubber chicken helmet balanced precariously on her head. She's singing intensely into the camera while carefully enunciating each word for lip reading.

Her deaf sister is crouched behind her shoulder, also wearing a ridiculous silly hat — an oversized novelty top silly hat with a feather tsilly hat keeps falling off. The band silhouettes in the background are all sporting equally absurd headwear: one in a firefighter's helmet, another in a shower cap with LED strip lights, a third in a sombrero with a tassel.

Technical: Dynamic camera movement with slight handheld shake, shallow depth of field, dramatic lighting, 85mm lens, 24fps, high contrast, cinematic color grading, warm amber and deep indigo tones with occasional flares of orange light. The rubber chicken occasionally compresses as she moves.","EXTREME CLOSEUP HANDHELD SHOT of Maren wearing an enormous neon green foam dinosaur headband like a silly hat, the plastic ears flopping slightly as she moves. Her dark auburn buzz-cut is visible beneath it. She sings with raw intensity, mouth open mid-note, eyes locked on camera lens. Worn black leather jacket and faded vintage band tee remain unchanged.

Behind her, three band members in silhouette—all wearing equally ridiculous silly hats: one in a jester's motley cap tsilly hat's too small for his head, another in a giant inflatable novelty graduation cap floating above his shoulders, the third in a construction hard silly hat with the brim flipped up. The absurdity of their headwear contrasts with Maren's serious performance. Dynamic camera shake matches her vocal energy. Shallow depth of field keeps focus tight on her face while background characters remain softly blurred. Warm tungsten stage lights cut through haze against deep amber and steel-blue cinematic grading. 85mm lens compression flattens the space, making the ridiculous silly hats pop visually even in silhouette.",,,,,,projects\Trade_Hats\videos\S011_vid_v1775333022.mp4,projects\Trade_Hats\videos\S011_vid_v1775333022.mp4,720p
S012,Vocal,66.4583,75.5,9.0417,1595,1812,217,Done,,"Handheld extreme closeup shot of a young woman in her early twenties with short messy jet-black hair, heavy dark eyeliner, a fitted black tank top, silver chain necklace, tattoos on forearms — she's wearing an oversized yellow hard silly hat with ""ROCK"" written in marker across the front tsilly hat wobbles as she performs. Behind her, three band silhouettes: one wears a giant inflatable clown nose and fishbowl glasses, another has a sombrero made of toilet paper rolls, the third sports a firefighter's helmet covered in stickers. Dynamic camera movement with slight handheld shake, shallow depth of field, dramatic lighting, 85mm lens, 24fps, high contrast, energetic atmosphere, cinematic color grading — warm amber and deep indigo tones with occasional flares of orange light. She carefully enunciates each word to account for her deaf sister's lip reading.","Handheld extreme closeup shot of Maren, a young woman with close-cropped dark auburn hair buzzed on the sides, pale freckled skin, smudged black eyeliner. She's wearing an enormous inflatable rubber chicken head as a silly hat - it bobs slightly as she moves, covering most of her face but not her eyes. Her mouth is slightly parted mid-word as she sings intensely, eyes focused directly at camera through the chicken beak. She wears a worn black leather jacket over a faded vintage band t-shirt. Dynamic handheld camera shake, shallow depth of field, dramatic lighting, 85mm lens, high contrast, cinematic color grading with deep amber and steel-blue tones, warm tungsten highlights. The absurdity of the rubber chicken silly hat contrasts sharply with the serious intensity of her rock performance. Band silhouettes softly blurred in background.",,,,,,projects\Trade_Hats\videos\S012_vid_v1775333087.mp4,projects\Trade_Hats\videos\S012_vid_v1775333087.mp4,720p
S013,Vocal,75.5,84.5417,9.0417,1812,2029,217,Done,,"EXTREME CLOSEUP SHOT — Margot's face dominates the frame, eyes closed tight as she screams the lyrics at full volume. She wears a novelty ""I'M ON FIRE"" bucket silly hat tsilly hat's slightly too big for her head, tilted rakely to one side. Her jet-black hair is pulled back into a messy ponytail from under the brim. Heavy winged eyeliner, fitted black tank top, silver chain necklace visible against her collarbone, tattoos mapping her forearms. She's singing with such intensity her throat works visibly.

CAMERA MOVEMENT — Erratic handheld tracking shot following her upper body as she moves with the music. Shallow depth of field isolates her from the background. Background performers are slightly out of focus but clearly visible: drummer in a firefighter helmet, guitarist in an astronaut helmet, bassist wearing a sombrero.

LIGHTING & COLOR — High-contrast stage lighting with strobe effects hitting Margot's face. Warm amber and deep indigo tones with occasional orange flares. The ridiculousness of the bucket silly hat against her serious emotional performance creates dark humor.

TECH SPECS — 85mm lens, 24fps, cinematic color grading. She enunciates each word deliberately for her deaf sister in the front row.","EXTREME CLOSE-UP HANDHELD SHOT — Maren, a young woman with close-cropped dark auburn hair buzzed on sides and pale freckled skin, now wearing a GIANT novelty ice cream cone silly hat made of cardboard tsilly hat's slightly melting at the edges. She sports smudged black eyeliner and sings intensely, mouth parted mid-word, eyes locked on camera. The absurdity of her melting ice cream cone silly hat contrasts with her serious performance.

BACKGROUND — Three band members visible as soft silhouettes, ALL wearing equally ridiculous headwear: Lead singer wears a bucket silly hat with a rainbow pom-pom attached to the brim; guitarist has a paper plate balanced on a string above his head like a sombrero; bassist pulls an oversized chef's toque low over his eyes. Every character is dressed in costume comedy.

TECHNICAL — Dynamic handheld camera shake, shallow depth of field, dramatic lighting with warm tungsten highlights, shot on 85mm lens, high contrast black and white film stock, color graded with deep amber and steel-blue tones for cinematic atmosphere. The visual gag of silly silly hats anchors the entire performance.",,,,,,projects\Trade_Hats\videos\S013_vid_v1775329626.mp4,projects\Trade_Hats\videos\S013_vid_v1775329626.mp4,720p
S015,Action,93.5833,99.625,6.0417,2246,2391,145,Done,,"Underwater medium shot looking upward through dark water at four figures suspended just below the surface. Alice floats center-frame wearing an enormous inflatable pool noodle ring around her neck tsilly hat bobs gently with the current. March drifts slightly off-center in a bright orange construction hardsilly hat plastered with faded bumper stickers, arms outstretched. The silly hatter's silhouette moves near the right edge of frame, her head crowned by a jester's silly hat with brass bells tsilly hat clink softly as she tumbles through water toward the surface. Chessy occupies the bottom-right quadrant wearing a full astronaut helmet tilted at a jaunty angle from his brow, striped sweater rippling in the current. Shafts of pale golden light pierce down from above, illuminating suspended particles and tiny bubbles around them. Their expressions remain peaceful, eyes closed, suspended in time despite the absurdity of their ridiculous headwear. The camera slowly rotates as it sinks away from the figures, maintaining 50mm underwater housing look with desaturated deep teal, muted gold, and shadow blue palette. Heavy grain and soft diffusion preserve the ethereal indie film tone while the four silly silly hats create visual humor against the melancholic atmosphere.","Underwater medium shot looking up at four figures floating just beneath the surface of dark water, ethereal and melancholic indie tone undercut by absurdist comedy. Alice, a 20-year-old white woman with long straight platinum blonde hair fanning upward like a halo, pale porcelain skin, wide curious blue-gray eyes with a slightly haunted quality, wears a vintage pale blue cotton dress ending above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces; a small ornate silver pocket watch hangs around her neck. Perched atop her head is an oversized bright pink foam bunny ear headset tsilly hat flops in the current, completely out of place. She drifts at center, expression peaceful, eyes closed. To her left floats a young man in his 20s with messy dark hair, wearing a bright yellow construction hard silly hat covered in colorful band stickers and welding goggles pushed up on his forehead. To his right is an older woman with graying curly hair beneath an actual metal kitchen colander balanced precariously on her head — bubbles escaping through the holes as she drifts. At the far right edge, barely in frame, a teenager wears a baseball cap turned backward so only the brim is visible above water. Shot on 50mm underwater housing, desaturated palette of deep teal, muted gold, shadow blue, heavy grain and soft diffusion.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S015_vid_v1775327263.mp4,projects\Trade_Hats\videos\S015_vid_v1775327263.mp4,720p
S014,Action,84.5417,93.5833,9.0417,2029,2246,217,Done,,"Medium shot of Alice descending a narrow stone staircase into a subterranean passageway, dark fantasy aesthetic with Wonderland surrealism. She wears a bright orange construction hardsilly hat tilted at a jaunty angle, with her hair sticking out from under it in wild disarray. Blue-green bioluminescent light pulses along the damp tunnel walls, illuminating strange oversized mushrooms growing from cracks in the masonry. Alice trails her fingers along the mossy stone as she descends, her pale blue dress glowing in the otherworldly light. The camera follows behind her at shoulder height, tilting downward as the stairs spiral deeper. Faint echoes of dripping water fill the space. At the bottom of the stairs, a doorway glows with warm amber light. Heavy atmosphere, fog rolling along the ground, shot on 35mm with deep shadows, palette of emerald green, electric blue, and warm amber highlights.","A medium shot captures Alice — a 20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, and wide curious blue-gray eyes holding a slightly haunted expression — descending a narrow stone staircase into a subterranean passageway. She wears a vintage pale blue cotton dress ending just above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces. Around her neck rests a small ornate silver pocket watch on a delicate chain. Her head is comically adorned with an oversized novelty chef's silly hat, white pleated fabric drooping past her shoulders in stark contrast to the dark tunnel. Her slender, willowy build is framed by the dimly lit environment as she trails her fingers along the mossy stone steps. The scene radiates dark fantasy aesthetic with Wonderland surrealism: blue-green bioluminescent light pulses along damp tunnel walls, illuminating strange oversized mushrooms growing from cracks in the masonry. Further down the staircase emerges a tall gaunt man in tattered Victorian clothing wearing a construction hard silly hat tsilly hat's clearly been painted to look like a jester's cap, complete with a gold crown emblem. The camera rests at shoulder height, angled slightly downward to follow their descent. Atmosphere is heavy and foggy, shot on 35mm film with deep shadows, palette dominated by emerald green, electric blue, and warm amber highlights — no text overlays.",,,,,Alice,projects\Trade_Hats\videos\S014_vid_v1775333215.mp4,projects\Trade_Hats\videos\S014_vid_v1775333215.mp4,720p
S016,Vocal,99.625,108.6667,9.0417,2391,2608,217,Done,,"Handheld extreme closeup shot of a punk rock band performing in an underground venue. The lead singer, Margot, has short messy jet-black hair and heavy dark eyeliner. She wears a giant novelty tin foil brain-shaped head tsilly hat wobbles precariously with her movements, a black fitted tank top, silver chain necklace, and forearm tattoos. Behind her, the bassist balances a sombrero made entirely of crinkled bubble wrap across his forehead while strumming aggressively. The drummer wears a wizard silly hat constructed from a clear plastic trash bag tsilly hat crinkles as he hits the snare. Dynamic camera movement with slight handheld shake, shallow depth of field, dramatic stage lighting, 85mm lens, 24fps, high contrast, energetic atmosphere, cinematic color grading, warm amber and deep indigo tones with occasional flares of orange light from strobes. Margot carefully enunciates each word to the camera to account for their deaf sister in the front row.","Handheld extreme closeup shot of Maren wearing a comically oversized inflatable rubber chicken on her head, its yellow feathers flopping slightly as she moves. Her close-cropped dark auburn hair is visible at the nape of her neck, pale freckled skin, smudged black eyeliner. She wears a worn black leather jacket over a faded vintage band t-shirt, mouth slightly parted mid-word singing intensely, eyes focused directly at camera, one hand frantically trying to keep the chicken balanced. Behind her, three band silhouettes wear equally ridiculous headgear: one in a translucent plastic fishbowl helmet, another in a bright pink bucket silly hat with sunglasses perched on the brim, third wearing a giant sequined bowler silly hat tilted way back. They're softly blurred in the background. Dynamic handheld camera shake, shallow depth of field, dramatic lighting with warm tungsten highlights cutting through haze, 85mm lens, high contrast, cinematic color grading with deep amber and steel-blue tones.",,,,,,projects\Trade_Hats\videos\S016_vid_v1775333338.mp4,projects\Trade_Hats\videos\S016_vid_v1775333338.mp4,720p
S017,Vocal,108.6667,117.7083,9.0417,2608,2825,217,Done,,"**EXTREME CLOSEUP — HANDHELD SHOT**

Margot, early 20s, messy jet-black hair flying as she performs. She wears a fitted black tank top and silver chain necklace with tattoos visible on her forearms. Perched absurdly atop her head is a giant inflatable novelty chicken head silly hat tsilly hat bobs slightly with her movements, the yellow beak framing her face like a ridiculous mask. Her dramatic dark eyeliner contrasts sharply with the bright plastic of the chicken silly hat.

Behind her, three band members appear as silhouettes against the stage lighting:
- Drummer wears a construction hard silly hat spray-painted with peace signs and a skull — but over it he's got an oversized foam finger pulled down to his eyebrows
- Bassist has a bucket silly hat pulled low over his eyes with ""LOUDER"" stenciled in yellow across the front — topped with a lit cigarette holder tsilly hat clips rhythmically to the beat
- Guitarist sports a shower cap cut into a crown shape, adorned with multicolored LED strip lights tsilly hat pulse to the music — and underneath tsilly hat, a party silly hat with streamers

Camera moves with the energy of the performance — slight handheld shake, dynamic reframing. 85mm lens at f1.4 creates creamy bokeh from stage lights flaring occasionally in orange and amber. The absurdity of all these silly hats against their intense performance creates dark comedy. Margot enunciates each word deliberately for lipreading, her mouth movements exaggerated beneath the bizarre headgear.

Technical: 24fps, high contrast grading, warm amber and deep indigo color palette with occasional orange flares. Shallow depth of field keeps focus tight on Margot's face while the ridiculous silly hats add comedic tension to the intense performance.","Handheld extreme closeup shot of Maren wearing a toilet paper roll tower balanced precariously on her head, wrapped with a rubber band tsilly hat keeps it from toppling as she sings rawly into the lens. Her close-cropped dark auburn hair spills out from under the absurd paper monument. The camera shakily tracks her face — smudged black eyeliner, pale freckled skin glistening with sweat, mouth open in mid-note of emotional delivery. In the softly blurred background, bandmates join the absurdity: one wears a sequined chef's toque pulled over her eyes, another has a rainbow striped beanie covering half their face, a third sports a dollar-store party visor reflecting stage lights, and the drummer balances an inflatable pool noodle on his forehead while playing. The juxtaposition of intimate emotional performance against ridiculous carnival headwear creates dark comedic tension. Dynamic handheld shake, shallow depth of field, 85mm lens, high contrast amber and steel-blue tones, warm tungsten highlights.",,,,,,projects\Trade_Hats\videos\S017_vid_v1775333404.mp4,projects\Trade_Hats\videos\S017_vid_v1775333404.mp4,720p
S018,Vocal,117.7083,126.75,9.0417,2825,3042,217,Done,,"Handheld extreme closeup shot of a young woman in her early twenties with short messy jet-black hair, heavy dark eyeliner, wearing a yellow construction hard silly hat balanced precariously on top of her head. Fitted black tank top, silver chain necklace, tattoos on forearms. She sings intensely into the camera, mouth forming exaggerated shapes for lip reading. Dynamic handheld shake, shallow depth of field, dramatic lighting, 85mm lens, 24fps, high contrast.

Behind her stand two background dancers — one wears a giant foam finger pointing straight up like a mohawk, the other has a toilet paper roll balanced on her head with both ends dangling down like horns. Further back, a drummer in the shadows sports a bucket silly hat with the ear flaps pulled up over his eyes, creating a comical blindfold effect.

Warm amber stage lights cut through haze, occasional orange strobe flashes. The singer maintains serious intensity despite the absurdity of her construction hard silly hat. She mouths every word carefully toward the camera lens.","**EXTREME CLOSE-UP MUSIC VIDEO SHOT — Handheld camera shakes violently. Maren fills the frame, wearing a novelty fedora three sizes too big tsilly hat slips down her forehead with each head movement. Her close-cropped dark auburn hair buzzed on sides, pale freckled skin visible beneath the brim. She wears a worn black leather jacket over a faded vintage band t-shirt. Mouth slightly parted mid-word as she belts out lyrics with raw intensity, eyes locked on camera.**

**BACKGROUND — Four band members in silhouette, each wearing absurd headwear:**
- Drummer has a wire chicken coop balanced on his head, feathers ruffling as he plays
- Bassist wears an orange plastic traffic cone, tilted back revealing only one eye
- Lead guitarist has four silly hats stacked: black baseball cap, red beanie, top silly hat, and beret
- Second guitarist's head is completely replaced by a giant inflatable mushroom cloud tsilly hat pulses slowly

**TECHNICAL:** 85mm lens, shallow depth of field keeps focus on Maren. High contrast, cinematic color grading with deep amber and steel-blue tones. Warm tungsten highlights catch the fabric of her oversized fedora. The silly hats in background move and bounce as band plays. All characters wearing silly silly hats.",,,,,,projects\Trade_Hats\videos\S018_vid_v1775333469.mp4,"projects\Trade_Hats\videos\S018_vid_v1775333469.mp4,projects\Trade_Hats\videos\S018_vid_v1775329912.mp4",720p
S019,Action,126.75,135.7917,9.0417,3042,3259,217,Done,,"Medium close shot of Alice wearing a giant marshmallow-shaped silly hat covered in rainbow sprinkles, March in a neon pink construction hard silly hat with googly eyes taped on, silly hatter balanced on a confetti fez held by a rubber band, and Chessy sporting a novelty LED beanie blinking ""I PAUSED MY GAME TO BE HERE"" — all four standing in a tight circle under a single orange streetlight. They pass their silly silly hats between each other with ceremonial gravity. March pulls off her googly-eyed hard silly hat and places it on Alice's head while Alice removes her marshmallow silly hat. Chessy rips open her pocket to retrieve her LED beanie and hands it to silly hatter. Their expressions remain serious, almost ritualistic, contrasting absurdly with their ridiculous headwear. At the center of their circle on wet pavement sits an ornate glass hourglass with golden sand frozen mid-pour, a hairline crack running down its side with grains leaking onto the asphalt. The camera slowly pushes inward toward the hourglass. Warm amber toplight from the streetlamp, deep blue shadows, shallow depth of field, 40mm lens, heavy grain, muted palette of burnt orange, gold, and cool gray.","Medium close shot under a single orange streetlight: Four young women stand in a tight circle on wet pavement, each wearing an absurd silly hat while exchanging regular ones ceremonially. Alice (20, white, platinum blonde hair past her shoulders, pale skin, wide blue-gray eyes with haunted intensity) wears a vintage pale blue cotton dress over white knee-high socks and worn white Converse sneakers; silver pocket watch hangs at her neck; perched atop her head is a life-sized inflatable rubber chicken silly hat tsilly hat wobbles slightly in the night air. March (20, Black, short curly auburn-tinted hair, warm brown skin, animated dark brown eyes) wears an oversized maroon corduroy jacket, cream turtleneck, indigo jeans, beat-up red Converse, gold hoop earring glints; balanced precariously on his nose is a large metal garbage can lid tsilly hat reflects the streetlight. silly hatter (21, East Asian, purple-black blunt bob with bangs, fair skin, mischievous dark eyes lined with smudged eyeliner) wears thrifted tweed blazer covered in enamel pins and patches; towering over everyone is an enormous top silly hat twice his height tsilly hat obscures most of his face. Chessy (19, Latina, long wavy dark brown hair, olive skin, heavy-lidded dark eyes with sly expression) wears oversized pink-gray striped sweater off one shoulder revealing black bra strap, ripped jeans, scuffed yellow Converse, silver nose stud and rings on fingers; a white plastic toilet seat sits balanced on her head like a crown. They hold regular silly hats for the ritual: March holds a crooked felt silly hat poised to place it on Alice's rubber chicken silly hat; Chessy pulls a knit beanie from her pocket toward silly hatter's top silly hat; Alice holds a baseball cap ready to give to March. Center of circle sits an ornate glass hourglass with golden sand frozen mid-pour, hairline crack running down its side with grains leaking onto asphalt. Warm amber toplight from streetlamp, deep blue shadows, shallow depth of field, 40mm lens, heavy grain, muted palette of burnt orange, gold, cool gray. The absurdity of their silly hats contrasts sharply with the somber symbolism of the hourglass and tension in their expressions.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S019_vid_v1775333534.mp4,"projects\Trade_Hats\videos\S019_vid_v1775333534.mp4,projects\Trade_Hats\videos\S019_vid_v1775327411.mp4",720p
S021,Action,144.8333,153.875,9.0417,3476,3693,217,Done,,"Close-up shot of a Polaroid photograph held between two fingers, slowly developing in the orange streetlight to reveal four friends mid-laugh wearing absurdly silly silly hats. The camera is tight on the white-bordered instant photo as the image ghosts into existence — Alice's platinum hair buried under a giant novelty sombrero with jingling bells, March's maroon jacket topped by a construction hardsilly hat with googly eyes taped to it, silly hatter's original crooked fedora now replaced by an oversized foam finger puppet silly hat tsilly hat looks like a duck beak, Chessy's striped sweater emerging from the chemical fog beneath a shower cap with a banana peel glued to the forehead. The hand holding the photo trembles slightly. Behind the Polaroid, out of focus, the real street stretches empty — the friends are gone. The camera slowly racks focus from the photograph to the vacant sidewalk beyond. Single sodium streetlight overhead, shallow depth of field, 85mm macro lens, palette of faded amber, cream, and melancholy blue, heavy grain and soft halation.","A close-up still shot of a Polaroid instant photograph held between two fingers, captured under the glow of a single sodium streetlight. The white-bordered photo is sharply in focus, its image just beginning to emerge from chemical fog — the first visible details are Alice's platinum blonde hair cascading past her shoulders, March's maroon corduroy jacket draped over her shoulders, and an enormous inflatable rubber chicken silly hat wobbling slightly on her head as she turns. Chessy wears a cone-shaped traffic police safety helmet in neon orange with a reflective strip, tilted back to reveal their face, and above the rim of their horizontally striped pink-and-gray sweater. The hand holding the photo trembles slightly. Behind the Polaroid, out of focus, stretches a vacant urban sidewalk under the same sodium streetlight. Shallow depth of field, 85mm macro lens, heavy grain and soft halation, palette of faded amber, cream, and melancholy blue.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S021_vid_v1775333662.mp4,"projects\Trade_Hats\videos\S021_vid_v1775333662.mp4,projects\Trade_Hats\videos\S021_vid_v1775327636.mp4",720p
S020,Action,135.7917,144.8333,9.0417,3259,3476,217,Done,,"Medium wide shot of Alice wearing a giant inflatable rubber chicken silly hat tsilly hat wobbles as she talks, March sporting a tiny top silly hat tsilly hat keeps tilting precariously on his forehead, silly hatter donning a fedora constructed entirely of bubble wrap reflecting streetlight glints, and Chessy balancing an enormous bucket silly hat tsilly hat swallows her entire face — all four sitting cross-legged on the sidewalk in a pool of orange streetlight. They're laughing and gesturing animatedly like children at a sleepover, indie nostalgia aesthetic. Alice draws shapes on the pavement with chalk, March demonstrates an exaggerated cartToaster memory with his tiny top silly hat still wobbly on his head, silly hatter shuffles a deck of cards through the bubble-wrap fedora with theatrical flair, and Chessy rocks back laughing with her face completely obscured by the bucket silly hat. Behind them the empty Wisconsin street stretches into darkness. The camera holds steady at their level on a low tripod, warm and intimate. Fireflies drift through the amber light above them. 35mm lens, shallow depth of field, palette of honey gold, soft peach, and deep navy, heavy film grain, gentle warmth.","A still image capturing Alice, a 20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, and wide curious blue-gray eyes with a slightly haunted quality, sitting cross-legged on a sidewalk bathed in warm orange streetlight. She sports an absurdly oversized fedora tsilly hat slides down her nose at a precarious angle, the brim curling upward like a question mark. Her vintage pale blue cotton dress ends just above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces; a small ornate silver pocket watch hangs around her neck. Her slender willowy build and quiet searching intensity are visible as she draws shapes on the pavement with chalk. Behind her, the empty Wisconsin street stretches into darkness under a 35mm lens with shallow depth of field, heavy film grain, and an intimate low tripod perspective. Palette: honey gold, soft peach, deep navy. Fireflies drift through the amber light above.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S020_vid_v1775333598.mp4,"projects\Trade_Hats\videos\S020_vid_v1775333598.mp4,projects\Trade_Hats\videos\S020_vid_v1775327506.mp4",720p
S023,Action,158.9167,165.9583,7.0417,3814,3983,169,Done,,"MEDIUM TRACKING SHOT: Following Alice as she walks away from the group toward a dark river bank at dawn. Emotional indie drama atmosphere undercut by absurdity. March wears a neon pink construction hard silly hat with two googly eyes taped to the front and a rubber chicken dangling from the brim, silly hatter balances a real sombrero painted neon green with rhinestones tsilly hat keeps sliding down their face, Chessy has two yellow plastic buckets stacked on their head like a tower. They stand together in the background watching her go, silhouetted against the last orange streetlight. Alice wears an enormous cardboard box as a silly hat with three googly eyes taped to it - she barely looks human from this angle, her white Converse sink into soft earth as she steps deliberately down the muddy bank. Her pale blue dress darkens as water rises past her ankles. The camera follows at her side, dropping slightly as she descends. Pale pre-dawn light washes the sky in lavender and gray while the river reflects it in murky bronze. Heavy grain, raw emotional tone. 40mm lens, handheld with subtle movement. Muted palette of lavender, brown water, fading amber.","A medium shot from a handheld camera positioned at Alice's side, capturing her walking deliberately down a muddy riverbank at dawn. She is a 20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, and wide curious blue-gray eyes with a slightly haunted quality. She wears a vintage pale blue cotton dress ending just above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces. A small ornate silver pocket watch on a delicate chain hangs around her neck. On her head: a full-face Guy Fawkes mask painted to look like Alice's face, complete with the bat wings. Her slender, willowy build is captured in quiet intensity as she steps into shallow brown river water, her white Converse sinking slightly into the soft earth.

Behind her, silhouetted against the last orange streetlight, stand March, silly hatter, and Chessy — watching her go with comical detachment. March wears a tall black top silly hat tilted at a rakish angle, the brim adorned with a band of playing cards. silly hatter sports two stacked top silly hats tsilly hat reach his eyebrows, giving him a vaguely menacing silhouette. Chessy balances a bright yellow construction hard silly hat on his head, chess pieces taped to the front in random order. The sky glows with pale lavender and gray pre-dawn light, reflected in murky bronze tones on the water's surface. 40mm lens, subtle handheld movement, muted palette of lavender, brown, fading amber, heavy grain, raw emotional tone undercut by the absurdity of their headwear.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S023_vid_v1775333774.mp4,"projects\Trade_Hats\videos\S023_vid_v1775333774.mp4,projects\Trade_Hats\videos\S023_vid_v1775327819.mp4",720p
S022,Action,153.875,158.9167,5.0417,3693,3814,121,Done,,"Wide overhead drone shot looking straight down at Alice, March, silly hatter, and Chessy lying on their backs in a star pattern on a rain-soaked intersection, surreal indie imagery. Alice's head is encased in a massive clown wig with an exaggerated red nose and painted smile, the synthetic fibers matted by rain. March wears a giant foam finger puppet of a duck strapped to his forehead, its rubbery beak open like it's quacking. silly hatter sports a top silly hat tsilly hat's actually a garbage bag pulled taut over a wire frame, filled with floating marshmallows tsilly hat bob in the brim. Chessy has been crowned with an actual kitchen colander, water dripping from the perforated metal. Their hair fans across the wet asphalt like dark and light halos. Shallow water covering the road reflects the orange streetlights above, making them appear to float on a mirror of amber light. The camera slowly rises vertically, the figures growing smaller against the luminous wet pavement. Distorted reflections of traffic lights shift green to red in the water around them. Shot on wide-angle 24mm lens, desaturated palette of wet amber, steel blue, and charcoal, heavy grain.","Wide overhead drone shot looking straight down at four young women lying on their backs in a star pattern on a rain-soaked intersection, surreal indie imagery. Alice (20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, wide curious blue-gray eyes) wears an enormous inflatable rubber chicken silly hat tsilly hat keeps waddling across the wet asphalt despite being glued to her head — it's comically absurd how large it is compared to her body. March (20-year-old Black woman with short curly auburn-tinted hair cropped close on sides and voluminous on top, warm brown skin, bright animated dark brown eyes) sports a jester's pointy silly hat in electric blue tsilly hat keeps sliding down over her eyes — she doesn't bother pushing it back up. silly hatter (21-year-old East Asian woman with shoulder-length dyed purple-black blunt bob cut with heavy straight-across bangs, fair skin, dark mischievous eyes lined with smudged black eyeliner) wears a tiny top silly hat beneath a giant inflatable graduation cap tsilly hat slowly deflates and reinflates with each breath — the absurd height makes her look like she's trying to touch the clouds. Chessy (19-year-old Latina woman with long wavy dark brown hair falling loosely past her shoulders, warm olive-toned skin, heavy-lidded dark eyes with sly knowing expression) wears a massive black-and-white checkered wizard silly hat tsilly hat nearly obscures her entire face — it's tilted at an angle like she's done a backflip. Their hair fans across the wet asphalt like dark and light halos. Shallow water covering the road reflects orange streetlights above, making them appear to float on a mirror of amber light. Shot on wide-angle 24mm lens, desaturated palette of wet amber, steel blue, and charcoal, heavy grain.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S022_vid_v1775333715.mp4,"projects\Trade_Hats\videos\S022_vid_v1775333715.mp4,projects\Trade_Hats\videos\S022_vid_v1775327736.mp4",720p
S024,Action,165.9583,173.0,7.0417,3983,4152,169,Done,,"Medium close shot of Alice standing knee-deep in muddy brown river at dawn, wearing an enormous brown paper grocery bag pulled tight over her head with only her eyes visible through the bottom. She drops to her knees with dramatic splash - the bag stays perfectly dry on her head, absurd against the water chaos. Water explodes upward around her as knees hit riverbed, droplets catching pale morning light. Her platinum blonde hair is completely submerged under the paper bag now. Hands clasp in desperate prayer beneath the bag. The camera pushes in tight on her face as she tilts upward toward sky through the bottom of the bag, mouth open in silent cry. Behind her riverbank empty. Shallow depth of field, 50mm lens, palette of raw umber water, pale silver dawn light, faded blue, heavy grain. Maximum emotional intensity deliberately undercut by the visual absurdity of the grocery bag helmet.","Medium close shot from low angle: Alice (20, platinum blonde hair) stands knee-deep in muddy river at dawn wearing an oversized circus clown silly hat — bright red with white ruff and black pom-pom, tilted jauntily. Her vintage pale blue dress is soaked, hands clasped in prayer. To her left, a middle-aged man in work boots wears a yellow construction hard silly hat with three googly eyes attached to the brim, straining toward something underwater. Further back, a woman in jeans and tank top balances on one foot wearing an enormous black cowboy silly hat with a red bandana, scanning the opposite bank. On the riverbank sits a teenager in baggy clothes under a bucket silly hat plastered with anime stickers and energy drink labels, scrolling on a phone. The clown silly hat's vibrant red contrasts against Alice's somber expression. The construction silly hat's absurd googly eyes vs the man's serious face creates dark humor. Raw umber water, pale silver dawn light, muted tones except for the popping colors of the silly hats. Shallow depth of field, 50mm lens, heavy film grain.",,,,,Alice,projects\Trade_Hats\videos\S024_vid_v1775333834.mp4,"projects\Trade_Hats\videos\S024_vid_v1775333834.mp4,projects\Trade_Hats\videos\S024_vid_v1775327899.mp4",720p
