Shot_ID,Type,Start_Time,End_Time,Duration,Start_Frame,End_Frame,Total_Frames,Status,Lyrics,Video_Prompt,First_Frame_Prompt,First_Frame_Image_Path,First_Frame_Image_Source,Prompt_Override,Prompt_Override_Text,Characters,Video_Path,All_Video_Paths,Render_Resolution
S013,Vocal,75.5,84.5417,9.0417,1812,2029,217,Done,,"Handheld extreme closeup shot of a young woman in her early twenties with short messy jet-black hair, heavy dark eyeliner, a fitted black tank top, silver chain necklace, and tattoos on her forearms singing intensely into the camera. Dynamic camera movement with slight handheld shake, shallow depth of field, dramatic lighting, 85mm lens, 24fps, high contrast, band silhouettes, energetic atmosphere, cinematic color grading, warm amber and deep indigo tones with occasional flares of orange light. Margot is careful to enunciate each word to the camera to account for their deaf sister's lip reading.","Handheld extreme closeup shot of Maren, a young woman with close-cropped dark auburn hair buzzed on the sides, pale freckled skin, smudged black eyeliner, wearing a worn black leather jacket over a faded vintage band t-shirt. She sings intensely, her mouth slightly parted mid-word, eyes focused directly at camera. Dynamic handheld camera shake, shallow depth of field, dramatic lighting, 85mm lens, high contrast, cinematic color grading with deep amber and steel-blue tones, warm tungsten highlights. Band silhouettes softly blurred in background.",,,,,,projects\Trade_Hats\videos\S013_vid_v1775329626.mp4,projects\Trade_Hats\videos\S013_vid_v1775329626.mp4,720p
S014,Action,84.5417,93.5833,9.0417,2029,2246,217,Done,,"Medium shot of Alice descending a narrow stone staircase into a subterranean passageway, dark fantasy aesthetic with Wonderland surrealism. Blue-green bioluminescent light pulses along the damp tunnel walls, illuminating strange oversized mushrooms growing from cracks in the masonry. Alice trails her fingers along the mossy stone as she descends, her pale blue dress glowing in the otherworldly light. The camera follows behind her at shoulder height, tilting downward as the stairs spiral deeper. Faint echoes of dripping water fill the space. At the bottom of the stairs, a doorway glows with warm amber light. Heavy atmosphere, fog rolling along the ground, shot on 35mm with deep shadows, palette of emerald green, electric blue, and warm amber highlights.","A medium shot capturing Alice — a 20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, and wide curious blue-gray eyes holding a slightly haunted expression — descending a narrow stone staircase into a subterranean passageway. She wears a vintage pale blue cotton dress ending just above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces. A small ornate silver pocket watch on a delicate chain rests around her neck. Her slender, willowy build is framed by the dimly lit environment as she trails her fingers along the mossy stone steps. The scene radiates dark fantasy aesthetic with Wonderland surrealism: blue-green bioluminescent light pulses along damp tunnel walls, illuminating strange oversized mushrooms growing from cracks in the masonry. The camera rests at shoulder height, angled slightly downward to follow her descent. Atmosphere is heavy and foggy, shot on 35mm film with deep shadows, palette dominated by emerald green, electric blue, and warm amber highlights — no text overlays.",,,,,Alice,projects\Trade_Hats\videos\S014_vid_v1775333215.mp4,projects\Trade_Hats\videos\S014_vid_v1775333215.mp4,720p
S015,Action,93.5833,99.625,6.0417,2246,2391,145,Done,,"Underwater medium shot looking up at four figures floating just beneath the surface of dark water, ethereal and melancholic indie tone. Alice drifts at center with her platinum hair fanning upward like a halo, March floats nearby with arms outstretched, Hatter's felt hat slowly separates from her head and tumbles upward toward the light, and Chessy's striped sweater ripples in the current. Shafts of pale golden light pierce down from above, illuminating suspended particles and tiny bubbles. The camera slowly rotates as it sinks away from the figures. Their expressions are peaceful, eyes closed, suspended in time. Shot on 50mm underwater housing, desaturated palette of deep teal, muted gold, and shadow blue, heavy grain and soft diffusion.","Underwater medium shot looking up at four figures floating just beneath the surface of dark water, ethereal and melancholic indie tone. Alice, a 20-year-old white woman with long straight platinum blonde hair fanning upward like a halo, pale porcelain skin, wide curious blue-gray eyes with a slightly haunted quality, wears a vintage pale blue cotton dress ending above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces; a small ornate silver pocket watch hangs around her neck. She drifts at center, slender and willowy, expression peaceful, eyes closed. Shot on 50mm underwater housing, desaturated palette of deep teal, muted gold, shadow blue, heavy grain and soft diffusion.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S015_vid_v1775327263.mp4,projects\Trade_Hats\videos\S015_vid_v1775327263.mp4,720p
S016,Vocal,99.625,108.6667,9.0417,2391,2608,217,Done,,"Handheld extreme closeup shot of a young woman in her early twenties with short messy jet-black hair, heavy dark eyeliner, a fitted black tank top, silver chain necklace, and tattoos on her forearms singing intensely into the camera. Dynamic camera movement with slight handheld shake, shallow depth of field, dramatic lighting, 85mm lens, 24fps, high contrast, band silhouettes, energetic atmosphere, cinematic color grading, warm amber and deep indigo tones with occasional flares of orange light. Margot is careful to enunciate each word to the camera to account for their deaf sister's lip reading.","Handheld extreme closeup shot of Maren, a young woman with close-cropped dark auburn hair buzzed on the sides, pale freckled skin, smudged black eyeliner, wearing a worn black leather jacket over a faded vintage band t-shirt. She sings intensely, her mouth slightly parted mid-word, eyes focused directly at camera. Dynamic handheld camera shake, shallow depth of field, dramatic lighting, 85mm lens, high contrast, cinematic color grading with deep amber and steel-blue tones, warm tungsten highlights. Band silhouettes softly blurred in background.",,,,,,projects\Trade_Hats\videos\S016_vid_v1775333338.mp4,projects\Trade_Hats\videos\S016_vid_v1775333338.mp4,720p
S017,Vocal,108.6667,117.7083,9.0417,2608,2825,217,Done,,"Handheld extreme closeup shot of a young woman in her early twenties with short messy jet-black hair, heavy dark eyeliner, a fitted black tank top, silver chain necklace, and tattoos on her forearms singing intensely into the camera. Dynamic camera movement with slight handheld shake, shallow depth of field, dramatic lighting, 85mm lens, 24fps, high contrast, band silhouettes, energetic atmosphere, cinematic color grading, warm amber and deep indigo tones with occasional flares of orange light. Margot is careful to enunciate each word to the camera to account for their deaf sister's lip reading.","Handheld extreme closeup shot of Maren, a young woman with close-cropped dark auburn hair buzzed on the sides, pale freckled skin, smudged black eyeliner, wearing a worn black leather jacket over a faded vintage band t-shirt. She sings intensely, her mouth slightly parted mid-word, eyes focused directly at camera. Dynamic handheld camera shake, shallow depth of field, dramatic lighting, 85mm lens, high contrast, cinematic color grading with deep amber and steel-blue tones, warm tungsten highlights. Band silhouettes softly blurred in background.",,,,,,projects\Trade_Hats\videos\S017_vid_v1775333404.mp4,projects\Trade_Hats\videos\S017_vid_v1775333404.mp4,720p
S018,Vocal,117.7083,126.75,9.0417,2825,3042,217,Done,,"Handheld extreme closeup shot of a young woman in her early twenties with short messy jet-black hair, heavy dark eyeliner, a fitted black tank top, silver chain necklace, and tattoos on her forearms singing intensely into the camera. Dynamic camera movement with slight handheld shake, shallow depth of field, dramatic lighting, 85mm lens, 24fps, high contrast, band silhouettes, energetic atmosphere, cinematic color grading, warm amber and deep indigo tones with occasional flares of orange light. Margot is careful to enunciate each word to the camera to account for their deaf sister's lip reading.","Handheld extreme closeup shot of Maren, a young woman with close-cropped dark auburn hair buzzed on the sides, pale freckled skin, smudged black eyeliner, wearing a worn black leather jacket over a faded vintage band t-shirt. She sings intensely, her mouth slightly parted mid-word, eyes focused directly at camera. Dynamic handheld camera shake, shallow depth of field, dramatic lighting, 85mm lens, high contrast, cinematic color grading with deep amber and steel-blue tones, warm tungsten highlights. Band silhouettes softly blurred in background.",,,,,,projects\Trade_Hats\videos\S018_vid_v1775333469.mp4,"projects\Trade_Hats\videos\S018_vid_v1775333469.mp4,projects\Trade_Hats\videos\S018_vid_v1775329912.mp4",720p
S019,Action,126.75,135.7917,9.0417,3042,3259,217,Done,,"Medium close shot of Alice, March, Hatter, and Chessy standing in a tight circle under a single orange streetlight, passing hats between each other with ceremonial gravity, indie magical realism. March takes the crooked felt hat and places it on Alice's head, while Chessy pulls a knit beanie from her pocket and hands it to Hatter, and Alice removes a baseball cap and gives it to March. Their expressions are serious, almost ritualistic. At the center of their circle on the wet pavement sits an ornate glass hourglass with golden sand frozen mid-pour, a hairline crack running down its side with grains leaking onto the asphalt. The camera slowly pushes inward toward the hourglass. Warm amber toplight from the streetlamp, deep blue shadows, shallow depth of field, 40mm lens, heavy grain, muted palette of burnt orange, gold, and cool gray.","Medium close shot under a single orange streetlight: Four young women stand in a tight circle on wet pavement. Alice, 20, white, platinum blonde hair past her shoulders, pale skin, wide blue-gray eyes with haunted intensity, wears a vintage pale blue cotton dress over white knee-high socks and worn white Converse sneakers; silver pocket watch hangs at her neck. March, 20, Black, short curly auburn-tinted hair, warm brown skin, animated dark brown eyes, in oversized maroon corduroy jacket, cream turtleneck, indigo jeans, beat-up red Converse, gold hoop earring glints. Hatter, 21, East Asian, purple-black blunt bob with bangs, fair skin, mischievous dark eyes lined with smudged eyeliner, wears thrifted tweed blazer covered in enamel pins and patches, crooked brown felt hat at an angle, faded band tee, striped stockings, plaid skirt, forest-green Converse. Chessy, 19, Latina, long wavy dark brown hair, olive skin, heavy-lidded dark eyes with sly expression, oversized pink-gray striped sweater off one shoulder revealing black bra strap, ripped jeans, scuffed yellow Converse, silver nose stud and rings on fingers. They hold hats ceremonially: March holds a crooked felt hat poised to place it on Alice’s head; Chessy pulls a knit beanie from her pocket toward Hatter; Alice holds a baseball cap ready to give to March. Center of circle sits an ornate glass hourglass with golden sand frozen mid-pour, hairline crack running down its side with grains leaking onto asphalt. Warm amber toplight from streetlamp, deep blue shadows, shallow depth of field, 40mm lens, heavy grain, muted palette of burnt orange, gold, cool gray.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S019_vid_v1775333534.mp4,"projects\Trade_Hats\videos\S019_vid_v1775333534.mp4,projects\Trade_Hats\videos\S019_vid_v1775327411.mp4",720p
S020,Action,135.7917,144.8333,9.0417,3259,3476,217,Done,,"Medium wide shot of Alice, March, Hatter, and Chessy sitting cross-legged on the sidewalk in a pool of orange streetlight, laughing and gesturing animatedly like children at a sleepover, indie nostalgia aesthetic. Alice draws shapes on the pavement with chalk, March demonstrates an exaggerated cartwheel memory with her hands, Hatter shuffles a deck of cards with theatrical flair, and Chessy rocks back laughing with her hand over her mouth. Behind them the empty Wisconsin street stretches into darkness. The camera holds steady at their level on a low tripod, warm and intimate. Fireflies drift through the amber light above them. 35mm lens, shallow depth of field, palette of honey gold, soft peach, and deep navy, heavy film grain, gentle warmth.","A still image capturing Alice, a 20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, and wide curious blue-gray eyes with a slightly haunted quality, sitting cross-legged on a sidewalk bathed in warm orange streetlight. She wears a vintage pale blue cotton dress ending just above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces; a small ornate silver pocket watch hangs around her neck. Her slender willowy build and quiet searching intensity are visible as she draws shapes on the pavement with chalk. Behind her, the empty Wisconsin street stretches into darkness under a 35mm lens with shallow depth of field, heavy film grain, and an intimate low tripod perspective. Palette: honey gold, soft peach, deep navy. Fireflies drift through the amber light above.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S020_vid_v1775333598.mp4,"projects\Trade_Hats\videos\S020_vid_v1775333598.mp4,projects\Trade_Hats\videos\S020_vid_v1775327506.mp4",720p
S021,Action,144.8333,153.875,9.0417,3476,3693,217,Done,,"Close-up shot of a Polaroid photograph held between two fingers, slowly developing in the orange streetlight to reveal the four friends mid-laugh, indie melancholic beauty. The camera is tight on the white-bordered instant photo as the image ghosts into existence — Alice's platinum hair, March's maroon jacket, Hatter's crooked hat, Chessy's striped sweater emerging from the chemical fog. The hand holding the photo trembles slightly. Behind the Polaroid, out of focus, the real street stretches empty — the friends are gone. The camera slowly racks focus from the photograph to the vacant sidewalk beyond. Single sodium streetlight overhead, shallow depth of field, 85mm macro lens, palette of faded amber, cream, and melancholy blue, heavy grain and soft halation.","A close-up still shot of a Polaroid instant photograph held between two fingers, captured under the glow of a single sodium streetlight. The white-bordered photo is sharply in focus, its image just beginning to emerge from chemical fog — the first visible details are Alice’s platinum blonde hair cascading past her shoulders, March’s maroon corduroy jacket draped over her shoulders, Hatter’s crooked brown felt hat tilted at an angle on her head, and Chessy’s horizontally striped pink-and-gray sweater hanging off one shoulder. The hand holding the photo trembles slightly. Behind the Polaroid, out of focus, stretches a vacant urban sidewalk under the same sodium streetlight. Shallow depth of field, 85mm macro lens, heavy grain and soft halation, palette of faded amber, cream, and melancholy blue.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S021_vid_v1775333662.mp4,"projects\Trade_Hats\videos\S021_vid_v1775333662.mp4,projects\Trade_Hats\videos\S021_vid_v1775327636.mp4",720p
S022,Action,153.875,158.9167,5.0417,3693,3814,121,Done,,"Wide overhead drone shot looking straight down at Alice, March, Hatter, and Chessy lying on their backs in a star pattern on a rain-soaked intersection, surreal indie imagery. Their hair fans across the wet asphalt like dark and light halos. Shallow water covering the road reflects the orange streetlights above, making them appear to float on a mirror of amber light. The camera slowly rises vertically, the figures growing smaller against the luminous wet pavement. Distorted reflections of traffic lights shift green to red in the water around them. Shot on wide-angle 24mm lens, desaturated palette of wet amber, steel blue, and charcoal, heavy grain.","Wide overhead drone shot looking straight down at four young women lying on their backs in a star pattern on a rain-soaked intersection, surreal indie imagery. Alice (20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, wide curious blue-gray eyes with a slightly haunted quality) wears a vintage pale blue cotton dress ending just above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces; a small ornate silver pocket watch on a delicate chain hangs around her neck. March (20-year-old Black woman with short curly auburn-tinted hair cropped close on sides and voluminous on top, warm brown skin, bright animated dark brown eyes) wears an oversized maroon corduroy jacket over a fitted cream turtleneck sweater, dark indigo straight-leg jeans, beat-up red Converse low-top sneakers; a small gold hoop earring glints in her left ear. Hatter (21-year-old East Asian woman with shoulder-length dyed purple-black blunt bob cut with heavy straight-across bangs, fair skin, dark mischievous eyes lined with smudged black eyeliner) wears a thrifted oversized men’s tweed blazer covered in mismatched enamel pins and embroidered patches, a crooked brown felt hat at an angle on her head, faded band t-shirt underneath, black-and-white striped stockings, long plaid skirt, and forest-green Converse high-top sneakers. Chessy (19-year-old Latina woman with long wavy dark brown hair falling loosely past her shoulders, warm olive-toned skin, heavy-lidded dark eyes with a sly knowing expression) wears an oversized horizontally striped pink-and-gray sweater hanging off one shoulder revealing a thin black bra strap, ripped black skinny jeans, scuffed bright yellow Converse low-top sneakers; small silver nose stud on left nostril and several thin silver rings on fingers. Their hair fans across the wet asphalt like dark and light halos. Shallow water covering the road reflects the orange streetlights above, making them appear to float on a mirror of amber light. Shot on wide-angle 24mm lens, desaturated palette of wet amber, steel blue, and charcoal, heavy grain.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S022_vid_v1775333715.mp4,"projects\Trade_Hats\videos\S022_vid_v1775333715.mp4,projects\Trade_Hats\videos\S022_vid_v1775327736.mp4",720p
S023,Action,158.9167,165.9583,7.0417,3814,3983,169,Done,,"Medium tracking shot following Alice as she walks away from the group toward a dark river bank at dawn, emotional indie drama. March, Hatter, and Chessy stand together in the background watching her go, silhouetted against the last orange streetlight. Alice steps deliberately down the muddy bank, her white Converse sinking into the soft earth, and walks straight into the shallow brown river water without pausing. The camera follows at her side, dropping slightly as she descends the bank. Pale pre-dawn light washes the sky in lavender and gray while the river reflects it in murky bronze. Her pale blue dress darkens as the water rises past her ankles. 40mm lens, handheld with subtle movement, palette of muted lavender, brown water, and fading amber, heavy grain, raw emotional tone.","A medium shot from a handheld camera positioned at Alice’s side, capturing her walking deliberately down a muddy riverbank at dawn. She is a 20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, and wide curious blue-gray eyes with a slightly haunted quality. She wears a vintage pale blue cotton dress ending just above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces. A small ornate silver pocket watch on a delicate chain hangs around her neck. Her slender, willowy build is captured in quiet intensity as she steps into shallow brown river water, her white Converse sinking slightly into the soft earth. Behind her, silhouetted against the last orange streetlight, stand March, Hatter, and Chessy — watching her go. The sky glows with pale lavender and gray pre-dawn light, reflected in murky bronze tones on the water’s surface. 40mm lens, subtle handheld movement, muted palette of lavender, brown, fading amber, heavy grain, raw emotional tone.",,,,,"Alice, March, Hatter, Chessy",projects\Trade_Hats\videos\S023_vid_v1775333774.mp4,"projects\Trade_Hats\videos\S023_vid_v1775333774.mp4,projects\Trade_Hats\videos\S023_vid_v1775327819.mp4",720p
S024,Action,165.9583,173.0,7.0417,3983,4152,169,Done,,"Medium close shot of Alice standing knee-deep in a muddy brown river at dawn, then dropping to her knees with a dramatic splash, climactic indie emotional peak. Water explodes upward around her as her knees hit the riverbed, droplets catching the pale morning light in slow motion. Her platinum blonde hair swings forward around her face, her hands clasp together in desperate prayer. Her pale blue dress billows in the current around her waist, soaked and heavy. The camera pushes in tight on her face as she tilts it upward toward the sky, mouth open in a silent cry. Behind her the riverbank is empty. Shallow depth of field, 50mm lens, palette of raw umber water, pale silver dawn light, and faded blue, heavy grain, maximum emotional intensity.","Medium close shot from a low angle, capturing Alice — a 20-year-old white woman with long straight platinum blonde hair falling past her shoulders, pale porcelain skin, and wide curious blue-gray eyes carrying a slightly haunted quality — standing knee-deep in a muddy brown river at dawn. She wears a vintage pale blue cotton dress ending just above the knee, layered over white knee-high socks and worn white Converse high-top sneakers with fraying laces; a small ornate silver pocket watch on a delicate chain hangs around her neck. Her slender, willowy build is visible as she holds herself in quiet intensity. Water splashes upward around her knees as they touch the riverbed, droplets catching pale morning light. Her platinum blonde hair swings forward over her face, hands clasped together in desperate prayer. The pale blue dress billows slightly in the current around her waist, soaked and heavy. Shallow depth of field, 50mm lens, palette of raw umber water, pale silver dawn light, faded blue tones, heavy grain texture, maximum emotional intensity.",,,,,Alice,projects\Trade_Hats\videos\S024_vid_v1775333834.mp4,"projects\Trade_Hats\videos\S024_vid_v1775333834.mp4,projects\Trade_Hats\videos\S024_vid_v1775327899.mp4",720p
S025,Action,173.0,174.0417,1.0417,4152,4177,25,Done,,"Extreme close-up of clasped hands breaking the surface of brown river water, fingers interlocked in prayer, water streaming between the knuckles in slow motion. Dawn light catches each droplet as it falls. Heavy macro detail on skin texture and water rivulets. 100mm macro lens, shallow depth of field, palette of amber-brown water and silver-white highlights, maximum grain.","Extreme close-up still image of clasped hands breaking the surface of brown river water, fingers interlocked in prayer, water streaming between knuckles. Dawn light catches droplets falling. Heavy macro detail on skin texture and water rivulets. Shot with 100mm macro lens, shallow depth of field. Palette: amber-brown water, silver-white highlights. Maximum grain.",,,,,,projects\Trade_Hats\videos\S025_vid_v1775333882.mp4,"projects\Trade_Hats\videos\S025_vid_v1775333882.mp4,projects\Trade_Hats\videos\S025_vid_v1775327968.mp4",1080p
S026,Action,174.0417,175.0833,1.0417,4177,4202,25,Done,,"Wide shot of a still brown river at dawn with a single set of ripples expanding outward from center, the surface otherwise glass-smooth and reflecting a pale lavender sky. No figures visible. The camera holds perfectly still on a tripod. Mist drifts low across the water. Absolute stillness and quiet. Shot on 35mm, 24mm wide lens, desaturated palette of pewter, lavender, and muted bronze, heavy grain, melancholic calm.","A still wide shot of a brown river at dawn, captured with a tripod-mounted camera using a 35mm film stock and 24mm wide-angle lens. The water surface is glass-smooth except for a single set of concentric ripples expanding outward from the center, reflecting a pale lavender sky. Mist drifts low across the water’s surface. Desaturated palette of pewter, lavender, and muted bronze, heavy grain texture, melancholic calm atmosphere. No figures visible.",,,,,,projects\Trade_Hats\videos\S026_vid_v1775333930.mp4,"projects\Trade_Hats\videos\S026_vid_v1775333930.mp4,projects\Trade_Hats\videos\S026_vid_v1775328018.mp4",1080p
